element_id,unique_id,category,family,type,name,btz_path_detectado,btz_description_01,btz_description_02,btz_description_03,btz_description_04,btz_description_05,btz_description_06,btz_description_07,btz_description_08,btz_description_09,btz_description_10,btz_description_11,btz_description_12,btz_description_13,btz_description_14,btz_description_15,btz_description_16,btz_description_17,btz_description_18,btz_description_19,btz_description_20,btz_description_21,btz_description_22,btz_description_23,btz_description_24,btz_description_25,btz_description_26,btz_description_27,btz_description_28,btz_description_29,btz_description_30,btz_description_31,btz_description_32,btz_description_33,btz_description_34,btz_description_35,btz_description_36,btz_description_37,btz_description_38,btz_description_39,btz_description_40,btz_description_41,btz_description_42,btz_description_43,btz_description_44,btz_description_45,btz_description_46,btz_description_47,btz_description_48,btz_description_49,btz_description_50,btz_description_51,btz_description_52,btz_description_53,btz_description_54,btz_description_55,btz_description_56,btz_description_57,btz_description_58,btz_description_59,btz_description_60,btz_description_61,btz_description_62,btz_description_63,btz_description_64,btz_description_65,btz_description_66,btz_description_67,btz_description_68,btz_description_69,btz_description_70,btz_description_71,btz_description_72,btz_description_73,btz_description_74,btz_description_75,btz_description_76,btz_description_77,btz_description_78,btz_description_79,btz_description_80,cantidad_btz_description_con_valor,slots_libres,cantidad_codigos_project_asignados_sugeridos
281815,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044cd7,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-REDLER,P10,P10-PRP-LGC-PREPARACION,P10-PRP-LGC-REDLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION > P10-SRA-BMB-BO70 > P10-SRA-BMB-JOCKEY > P10-SRA-BMB-BOIN > P10-SRA-BMB-DOSIF > P10-EXT-BMB-P439B > P10-PLL-BMB-BS03,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-BMB RECIRCULACION,P10-SRA-BMB-BO70,P10-SRA-BMB-JOCKEY,P10-SRA-BMB-BOIN,P10-SRA-BMB-DOSIF,P10-EXT-BMB-P439B,P10-PLL-BMB-BS03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,70,10
282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-TST-DT250 > P10-EXT-CND-HX303 > P10-EXT-LGC-VLV > P10-EXT-VLV-PRV259 > P10-EXT-VLV-PRV258 > P10-EXT-VLV-PRV260 > P10-EXT-MND-M250A > P10-EXT-RDC-RDT250 > P10-EXT-BMB-P250 > P10-EXT-TNQ-V480 > P10-EXT-BMB-P490 > P10-EXT-BMB-P481 > P10-EXT-BMB-P482 > P10-EXT-TNQ-V262 > P10-EXT-TNQ-V475 > P10-EXT-VLV-SOV250 > P10-EXT-VLV-RV255A > P10-EXT-VLV-RV255B > P10-EXT-VLV-RV256A > P10-EXT-VLV-RV256B > P10-EXT-VLV-RV257A > P10-EXT-VLV-RV257B > P10-EXT-VLV-RV258A > P10-EXT-VLV-RV258B > P10-EXT-VLV-RV259 > P10-EXT-VLV-RV260 > P10-EXT-VLV-SOV252,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-TST-DT250,P10-EXT-CND-HX303,P10-EXT-LGC-VLV,P10-EXT-VLV-PRV259,P10-EXT-VLV-PRV258,P10-EXT-VLV-PRV260,P10-EXT-MND-M250A,P10-EXT-RDC-RDT250,P10-EXT-BMB-P250,P10-EXT-TNQ-V480,P10-EXT-BMB-P490,P10-EXT-BMB-P481,P10-EXT-BMB-P482,P10-EXT-TNQ-V262,P10-EXT-TNQ-V475,P10-EXT-VLV-SOV250,P10-EXT-VLV-RV255A,P10-EXT-VLV-RV255B,P10-EXT-VLV-RV256A,P10-EXT-VLV-RV256B,P10-EXT-VLV-RV257A,P10-EXT-VLV-RV257B,P10-EXT-VLV-RV258A,P10-EXT-VLV-RV258B,P10-EXT-VLV-RV259,P10-EXT-VLV-RV260,P10-EXT-VLV-SOV252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,51,0
282755,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045083,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-HIDROCICLONES > P10-EXT-HDR-HCP01 > P10-EXT-HDR-HCP02 > P10-EXT-HDR-HCP03 > P10-EXT-HDR-HCS01E > P10-EXT-HDR-HCS01O > P10-EXT-HDR-HCS02E > P10-EXT-HDR-HCS02O > P10-EXT-HDR-HCS03E > P10-EXT-HDR-HCS03O > P10-EXT-HDR-HCS04E > P10-EXT-HDR-HCS04O > P10-EXT-HDR-HCS05E > P10-EXT-HDR-HCS05O > P10-EXT-HDR-HCS06E > P10-EXT-HDR-HCS06O > P10-EXT-HDR-HCS07E > P10-EXT-HDR-HCS07O > P10-EXT-HDR-HCS08E > P10-EXT-HDR-HCS08O > P10-EXT-HDR-HCS09E > P10-EXT-HDR-HCS09O > P10-EXT-HDR-HCS10E > P10-EXT-HDR-HCS10O,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-EXT-M202,P10-EXT-LGC-HIDROCICLONES,P10-EXT-HDR-HCP01,P10-EXT-HDR-HCP02,P10-EXT-HDR-HCP03,P10-EXT-HDR-HCS01E,P10-EXT-HDR-HCS01O,P10-EXT-HDR-HCS02E,P10-EXT-HDR-HCS02O,P10-EXT-HDR-HCS03E,P10-EXT-HDR-HCS03O,P10-EXT-HDR-HCS04E,P10-EXT-HDR-HCS04O,P10-EXT-HDR-HCS05E,P10-EXT-HDR-HCS05O,P10-EXT-HDR-HCS06E,P10-EXT-HDR-HCS06O,P10-EXT-HDR-HCS07E,P10-EXT-HDR-HCS07O,P10-EXT-HDR-HCS08E,P10-EXT-HDR-HCS08O,P10-EXT-HDR-HCS09E,P10-EXT-HDR-HCS09O,P10-EXT-HDR-HCS10E,P10-EXT-HDR-HCS10O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,53,0
282804,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000450b4,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-RECUP GASES,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-RECUP GASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
282896,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045110,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-SOLVENTE > P10-EXT-BMB-P336 > P10-EXT-BMB-P351 > P10-EXT-PRC-HX302 > P10-EXT-INT-V338 > P10-EXT-RHV-HX337 > P10-EXT-TNQ-V330 > P10-EXT-BMB-P331 > P10-EXT-BMB-P335 > P10-EXT-TNQ-V351 > P10-EXT-TNQ-TKD > P10-EXT-BMB-P335A > P10-EXT-AH101 > P10-EXT-AH103 > P10-EXT-AH102 > P10-EXT-AH105 > P10-EXT-AH104,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-SOLVENTE,P10-EXT-BMB-P336,P10-EXT-BMB-P351,P10-EXT-PRC-HX302,P10-EXT-INT-V338,P10-EXT-RHV-HX337,P10-EXT-TNQ-V330,P10-EXT-BMB-P331,P10-EXT-BMB-P335,P10-EXT-TNQ-V351,P10-EXT-TNQ-TKD,P10-EXT-BMB-P335A,P10-EXT-AH101,P10-EXT-AH103,P10-EXT-AH102,P10-EXT-AH105,P10-EXT-AH104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,61,1
282969,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045159,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESTILACION > P10-EXT-EVP-HX301 > P10-EXT-CND-HX305 > P10-EXT-CND-HX304 > P10-EXT-EVP-HX307 > P10-EXT-CND-HX308 > P10-EXT-EVP-HX309 > P10-EXT-BMB-P310 > P10-EXT-INT-HX314 > P10-EXT-STR-V311 > P10-EXT-BMB-P313B > P10-EXT-BMB-P313 > P10-EXT-CND-HX312 > P10-EXT-VLV-TCV-307 > P10-EXT-VLV-TCV-309,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-DESTILACION,P10-EXT-EVP-HX301,P10-EXT-CND-HX305,P10-EXT-CND-HX304,P10-EXT-EVP-HX307,P10-EXT-CND-HX308,P10-EXT-EVP-HX309,P10-EXT-BMB-P310,P10-EXT-INT-HX314,P10-EXT-STR-V311,P10-EXT-BMB-P313B,P10-EXT-BMB-P313,P10-EXT-CND-HX312,P10-EXT-VLV-TCV-307,P10-EXT-VLV-TCV-309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,63,0
282997,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045175,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-LGC-DESGOMADO > P10-EXT-BMB-PSODA > P10-EXT-BMB-P435A > P10-EXT-CLT-HX445 > P10-EXT-DSG-C425 > P10-EXT-DSG-C430 > P10-EXT-DSG-C435 > P10-EXT-ENF-HX460 > P10-EXT-INT-HX440 > P10-EXT-BMB-P439 > P10-EXT-SCD-V450 > P10-EXT-BMB-P450 > P10-EXT-TNQ-V415 > P10-EXT-BMB-P415 > P10-EXT-TNQ-HX435 > P10-EXT-BMB-P435 > P10-EXT-TNQ-V495 > P10-EXT-BMB-P491 > P10-EXT-TNQ-V410 > P10-EXT-AGT-A420C > P10-EXT-BMB-P410 > P10-EXT-TNQ-V420 > P10-EXT-AGT-A420 > P10-EXT-VLV-VSA420 > P10-EXT-TNQ-V420B > P10-EXT-TNQ-TK492 > P10-EXT-BMB-P492 > P10-EXT-VLV-SOV430 > P10-EXT-VLV-SOV426,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-LGC-DESGOMADO,P10-EXT-BMB-PSODA,P10-EXT-BMB-P435A,P10-EXT-CLT-HX445,P10-EXT-DSG-C425,P10-EXT-DSG-C430,P10-EXT-DSG-C435,P10-EXT-ENF-HX460,P10-EXT-INT-HX440,P10-EXT-BMB-P439,P10-EXT-SCD-V450,P10-EXT-BMB-P450,P10-EXT-TNQ-V415,P10-EXT-BMB-P415,P10-EXT-TNQ-HX435,P10-EXT-BMB-P435,P10-EXT-TNQ-V495,P10-EXT-BMB-P491,P10-EXT-TNQ-V410,P10-EXT-AGT-A420C,P10-EXT-BMB-P410,P10-EXT-TNQ-V420,P10-EXT-AGT-A420,P10-EXT-VLV-VSA420,P10-EXT-TNQ-V420B,P10-EXT-TNQ-TK492,P10-EXT-BMB-P492,P10-EXT-VLV-SOV430,P10-EXT-VLV-SOV426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,49,0
332643,dc2f52e8-69c4-45c8-a7dd-658a902d58d3-00051363,Modelos genéricos,Silos 6,Silos 2,Silos 2,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-TRATAMIENTO AGUA,P10,P10-SRV-LGC-SERVICIOS,P10-SRV-LGC-TRATAMIENTO AGUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
355813,746ca086-f561-435a-ba68-1305e58fcca1-00056de5,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SCT-SECTOR OBRADORES,P10,P10-SRV-LGC-SERVICIOS,P10-SCT-SECTOR OBRADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
356583,746ca086-f561-435a-ba68-1305e58fcca1-000570e7,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SCT-SECTOR OBRADORES,P10,P10-SRV-LGC-SERVICIOS,P10-SCT-SECTOR OBRADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
356627,746ca086-f561-435a-ba68-1305e58fcca1-00057113,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SCT-SECTOR OBRADORES,P10,P10-SRV-LGC-SERVICIOS,P10-SCT-SECTOR OBRADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
356674,746ca086-f561-435a-ba68-1305e58fcca1-00057142,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SCT-SECTOR OBRADORES,P10,P10-SRV-LGC-SERVICIOS,P10-SCT-SECTOR OBRADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
356719,746ca086-f561-435a-ba68-1305e58fcca1-0005716f,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SCT-SECTOR OBRADORES,P10,P10-SRV-LGC-SERVICIOS,P10-SCT-SECTOR OBRADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
356816,746ca086-f561-435a-ba68-1305e58fcca1-000571d0,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SCT-SECTOR OBRADORES,P10,P10-SRV-LGC-SERVICIOS,P10-SCT-SECTOR OBRADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
356868,746ca086-f561-435a-ba68-1305e58fcca1-00057204,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SCT-SECTOR OBRADORES,P10,P10-SRV-LGC-SERVICIOS,P10-SCT-SECTOR OBRADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
357186,746ca086-f561-435a-ba68-1305e58fcca1-00057342,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SCT-SECTOR OBRADORES,P10,P10-SRV-LGC-SERVICIOS,P10-SCT-SECTOR OBRADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
357224,746ca086-f561-435a-ba68-1305e58fcca1-00057368,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SCT-SECTOR OBRADORES,P10,P10-SRV-LGC-SERVICIOS,P10-SCT-SECTOR OBRADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
357316,746ca086-f561-435a-ba68-1305e58fcca1-000573c4,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SCT-SECTOR OBRADORES,P10,P10-SRV-LGC-SERVICIOS,P10-SCT-SECTOR OBRADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
357351,746ca086-f561-435a-ba68-1305e58fcca1-000573e7,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SCT-SECTOR OBRADORES,P10,P10-SRV-LGC-SERVICIOS,P10-SCT-SECTOR OBRADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
357377,746ca086-f561-435a-ba68-1305e58fcca1-00057401,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SCT-SECTOR OBRADORES,P10,P10-SRV-LGC-SERVICIOS,P10-SCT-SECTOR OBRADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
358462,1dd21141-8de6-4d43-b824-f67da67065de-0005783e,Modelos genéricos,Biodiesel3,Biodiesel,Biodiesel,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-SEC. ROTATIVOS > P10-HRN-SRT-SR01 > P10-HRN-RSC-SF04 > P10-HRN-VLV-VALV,P10,P10-HRN-LGC-HARINA,P10-HRN-LGC-SEC. ROTATIVOS,P10-HRN-SRT-SR01,P10-HRN-RSC-SF04,P10-HRN-VLV-VALV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,74,0
358495,1dd21141-8de6-4d43-b824-f67da67065de-0005785f,Modelos genéricos,Biodiesel4,Biodiesel,Biodiesel,P10 > P10-HRN-LGC-HARINA > P10-HRN-LGC-SEC. ROTATIVOS > P10-HRN-SRT-SR02 > P10-HRN-RSC-SF05,P10,P10-HRN-LGC-HARINA,P10-HRN-LGC-SEC. ROTATIVOS,P10-HRN-SRT-SR02,P10-HRN-RSC-SF05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,75,0
361292,79a4e34a-87ef-4472-9c35-b34f669597e2-0005834c,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SCT-SECTOR OBRADORES,P10,P10-SRV-LGC-SERVICIOS,P10-SCT-SECTOR OBRADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,77,0
365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS > P10-OSM-BMB-BAP01 > P10-OSM-BMB-BAP02 > P10-OSM-BMB-BC2 > P10-OSM-BMB-BC1 > P10-OSM-BMB-BC251 > P10-OSM-BMB-BD01 > P10-OSM-BMB-BD02 > P10-OSM-BMB-BO68 > P10-OSM-BMB-BO67 > P10-OSM-FLT-FLTBOL > P10-OSM-FLT-MF01 > P10-OSM-FLT-MF02 > P10-OSM-MDL-MDL01 > P10-OSM-MDL-MDL02,P10,P10-SRV-LGC-SERVICIOS,P10-SRV-LGC-OSMOSIS,P10-OSM-BMB-BAP01,P10-OSM-BMB-BAP02,P10-OSM-BMB-BC2,P10-OSM-BMB-BC1,P10-OSM-BMB-BC251,P10-OSM-BMB-BD01,P10-OSM-BMB-BD02,P10-OSM-BMB-BO68,P10-OSM-BMB-BO67,P10-OSM-FLT-FLTBOL,P10-OSM-FLT-MF01,P10-OSM-FLT-MF02,P10-OSM-MDL-MDL01,P10-OSM-MDL-MDL02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,63,0
365458,af4a1dfd-5c7d-4cb9-a1b8-2df1a4ebcc4e-00059392,Modelos genéricos,Silos 7,Silos 2,Silos 2,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-FUEL > P10-SRV-BMB-BTRAMP > P10-SRV-TNQ-TKFUEL,P10,P10-SRV-LGC-SERVICIOS,P10-SRV-LGC-FUEL,P10-SRV-BMB-BTRAMP,P10-SRV-TNQ-TKFUEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,75,0
367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,Cubiertas,,Genérico - 400 mm,Genérico - 400 mm,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01 > P10-HRN-RSC-EGSF01 > P10-HRN-RSC-EGSF02 > P10-HRN-RSC-EGSF03 > P10-HRN-RSC-EGSF04 > P10-HRN-VNT-VE27 > P10-HRN-CCL-CVE27 > P10-HRN-VLV-VR20 > P10-HRN-VNT-VE28 > P10-HRN-CCL-CVE28 > P10-HRN-VLV-VR21 > P10-HRN-VNT-VE29 > P10-HRN-CCL-CVE29 > P10-HRN-VLV-VR22 > P10-HRN-VNT-VE30 > P10-HRN-CCL-CVE30 > P10-HRN-VLV-VR23 > P10-HRN-VNT-VE31 > P10-HRN-CCL-CVE31 > P10-HRN-VLV-VR24 > P10-HRN-VNT-VE32 > P10-HRN-CCL-CVE32 > P10-HRN-VLV-VR25 > P10-HRN-VNT-VE33 > P10-HRN-CCL-CVE33 > P10-HRN-VLV-VR26 > P10-HRN-VNT-VE34 > P10-HRN-CCL-CVE34 > P10-HRN-VLV-VR27 > P10-HRN-VNT-VE39 > P10-HRN-ART-ARTVE39 > P10-HRN-VNT-VE40 > P10-HRN-ART-ARTVE40 > P10-HRN-VNT-VE41 > P10-HRN-ART-ARTVE41 > P10-HRN-VNT-VE42 > P10-HRN-ART-ARTVE42 > P10-HRN-VNT-VE43 > P10-HRN-ART-ARTVE43 > P10-HRN-VNT-VE44 > P10-HRN-ART-ARTVE44 > P10-HRN-VNT-VE45 > P10-HRN-ART-ARTVE45 > P10-HRN-VNT-VE46 > P10-HRN-ART-ARTVE46 > P10-HRN-VNT-VE47 > P10-HRN-ART-ARTVE47 > P10-HRN-VNT-VE48 > P10-HRN-ART-ARTVE48 > P10-HRN-VNT-VE49 > P10-HRN-ART-ARTVE49 > P10-HRN-VNT-VE50 > P10-HRN-ART-ARTVE50 > P10-HRN-VNT-VE51 > P10-HRN-ART-ARTVE51 > P10-HRN-VNT-VE52 > P10-HRN-ART-ARTVE52 > P10-HRN-VNT-VE53 > P10-HRN-ART-ARTVE53 > P10-HRN-VNT-VE54 > P10-HRN-ART-ARTVE54 > P10-HRN-VNT-VE55 > P10-HRN-ART-ARTVE55 > P10-HRN-VNT-VE56 > P10-HRN-ART-ARTVE56 > P10-HRN-VNT-VE57 > P10-HRN-ART-ARTVE57 > P10-HRN-VNT-VE58 > P10-HRN-ART-ARTVE58 > P10-HRN-VNT-VE59 > P10-HRN-ART-ARTVE59 > P10-HRN-VNT-VE60 > P10-HRN-ART-ARTVE60 > P10-HRN-VNT-VE61 > P10-HRN-ART-ARTVE61 > P10-HRN-VNT-VE62 > P10-HRN-ART-ARTVE62 > P10-HRN-VNT-VE63,P10,P10-HRN-LGC-HARINA,P10-HRN-ENF-EG01,P10-HRN-RSC-EGSF01,P10-HRN-RSC-EGSF02,P10-HRN-RSC-EGSF03,P10-HRN-RSC-EGSF04,P10-HRN-VNT-VE27,P10-HRN-CCL-CVE27,P10-HRN-VLV-VR20,P10-HRN-VNT-VE28,P10-HRN-CCL-CVE28,P10-HRN-VLV-VR21,P10-HRN-VNT-VE29,P10-HRN-CCL-CVE29,P10-HRN-VLV-VR22,P10-HRN-VNT-VE30,P10-HRN-CCL-CVE30,P10-HRN-VLV-VR23,P10-HRN-VNT-VE31,P10-HRN-CCL-CVE31,P10-HRN-VLV-VR24,P10-HRN-VNT-VE32,P10-HRN-CCL-CVE32,P10-HRN-VLV-VR25,P10-HRN-VNT-VE33,P10-HRN-CCL-CVE33,P10-HRN-VLV-VR26,P10-HRN-VNT-VE34,P10-HRN-CCL-CVE34,P10-HRN-VLV-VR27,P10-HRN-VNT-VE39,P10-HRN-ART-ARTVE39,P10-HRN-VNT-VE40,P10-HRN-ART-ARTVE40,P10-HRN-VNT-VE41,P10-HRN-ART-ARTVE41,P10-HRN-VNT-VE42,P10-HRN-ART-ARTVE42,P10-HRN-VNT-VE43,P10-HRN-ART-ARTVE43,P10-HRN-VNT-VE44,P10-HRN-ART-ARTVE44,P10-HRN-VNT-VE45,P10-HRN-ART-ARTVE45,P10-HRN-VNT-VE46,P10-HRN-ART-ARTVE46,P10-HRN-VNT-VE47,P10-HRN-ART-ARTVE47,P10-HRN-VNT-VE48,P10-HRN-ART-ARTVE48,P10-HRN-VNT-VE49,P10-HRN-ART-ARTVE49,P10-HRN-VNT-VE50,P10-HRN-ART-ARTVE50,P10-HRN-VNT-VE51,P10-HRN-ART-ARTVE51,P10-HRN-VNT-VE52,P10-HRN-ART-ARTVE52,P10-HRN-VNT-VE53,P10-HRN-ART-ARTVE53,P10-HRN-VNT-VE54,P10-HRN-ART-ARTVE54,P10-HRN-VNT-VE55,P10-HRN-ART-ARTVE55,P10-HRN-VNT-VE56,P10-HRN-ART-ARTVE56,P10-HRN-VNT-VE57,P10-HRN-ART-ARTVE57,P10-HRN-VNT-VE58,P10-HRN-ART-ARTVE58,P10-HRN-VNT-VE59,P10-HRN-ART-ARTVE59,P10-HRN-VNT-VE60,P10-HRN-ART-ARTVE60,P10-HRN-VNT-VE61,P10-HRN-ART-ARTVE61,P10-HRN-VNT-VE62,P10-HRN-ART-ARTVE62,P10-HRN-VNT-VE63,80,0,1
