codigo_activo_excel,descripcion_excel,codigo_padre_excel,grupo_activos,area,criticalidad,sector_raiz_codigo,sector_codigo_derivado,sector_nombre_derivado,nivel_profundidad,es_raiz_sector,es_lgc,es_hoja,cantidad_hijos,incluir_en_catalogo_manual,motivo_exclusion
PR-EXT1-VLV-VR02,VALVULA ROTATIVA Nº 2 <E.H.13>,PR-EXT1-CCL-C02,PR-VLV I-13 EXT1,PTA RIC - R3 RP,B,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VLV-VR03,VALVULA ROTATIVA Nº 3 <E.H.13>,PR-EXT1-CCL-C03,PR-VLV I-13 EXT1,PTA RIC - R3 RP,B,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VLV-VR04,VALVULA ROTATIVA Nº 4 <E.H.13>,PR-EXT1-CCL-C04,PR-VLV I-13 EXT1,PTA RIC - R3 RP,B,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VLV-VR05,VALVULA ROTATIVA Nº 5 <E.H.13>,PR-EXT1-CCL-C05,PR-VLV I-13 EXT1,PTA RIC - R3 RP,B,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VLV-VR06,VALVULA ROTATITA Nº 6 <E.H.13>,PR-EXT1-CCL-C06,PR-VLV I-13 EXT1,PTA RIC - R3 RP,B,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VLV-VR07,VALVULA ROTATIVA Nº 7 <E.H.13>,PR-EXT1-CCL-C07,PR-VLV I-13 EXT1,PTA RIC - R3 RP,B,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VLV-VR08,VALVULA ROTATIVA Nº 8 <E.H.13>,PR-EXT1-CCL-C08,PR-VLV I-13 EXT1,PTA RIC - R3 RP,B,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VLV-VR09,VALVULA ROTATIVA Nº 9 <E.H.13>,PR-EXT1-CCL-C09,PR-VLV I-13 EXT1,PTA RIC - R3 RP,B,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VLV-VR10,VALVULA ROTATIVA Nº10 <E.H.13>,PR-EXT1-CCL-C10,PR-VLV I-13 EXT1,PTA RIC - R3 RP,B,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VLV-VR11,VALVULA ROTATIVA Nº11 <E.H.13>,PR-EXT1-CCL-C11,PR-VLV I-13 EXT1,PTA RIC - R3 RP,B,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VLV-VR12,VALVULA ROTATIVA Nº12 <E.H.13>,PR-EXT1-CCL-C12,PR-VLV I-13 EXT1,PTA RIC - R3 RP,B,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VLV-VR13,VALVULA ROTATIVA Nº13 <E.H.13> (E),PR-EXT1-CCL-C13,PR-VLV I-13 EXT1,PTA RIC - R3 RP,B,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VLV-VR201A,VALVULA ROTATIVA R201A <1º PISO DT201>,PR-EXT1-TST-DT201,PR-VLV DT201,PTA RIC - R3 RA,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,2,NO,NO,SI,0,,
PR-EXT1-VLV-VR201B,VALVULA ROTATIVA R201B <2º PISO DT201>,PR-EXT1-TST-DT201,PR-VLV DT201,PTA RIC - R3 RA,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,2,NO,NO,SI,0,,
PR-EXT1-VLV-VR201C,VALVULA ROTATIVA R201C <3º PISO DT201>,PR-EXT1-TST-DT201,PR-VLV DT201,PTA RIC - R3 RA,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,2,NO,NO,SI,0,,
PR-EXT1-VLV-VR201D,VALVULA ROTATIVA R201D <4º PISO DT201>,PR-EXT1-TST-DT201,PR-VLV DT201,PTA RIC - R3 RA,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,2,NO,NO,SI,0,,
PR-EXT1-VLV-VR201E,VALVULA ROTATIVA R201E <SALIDA DT201>,PR-EXT1-TST-DT201,PR-VLV DT201,PTA RIC - R3 RA,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,2,NO,NO,SI,0,,
PR-EXT1-VLV-XSV-201-1,VALVULA DE REINYECCION DE VAPOR DE HEXANO AL PISO SUP,PR-EXT1-TST-DT201,PR-VLV RI DT201,PTA RIC - R3 RA,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,2,NO,NO,SI,0,,
PR-EXT1-VNT-EH01,VENTILADOR Nº 1 (O) <E.H.13>,PR-EXT1-CCL-C01,PR-VNT I-13 EXT1,PTA RIC - R3 RP,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VNT-EH02,VENTILADOR Nº 2 <E.H.13>,PR-EXT1-CCL-C02,PR-VNT I-13 EXT1,PTA RIC - R3 RP,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VNT-EH03,VENTILADOR Nº 3 <E.H.13>,PR-EXT1-CCL-C03,PR-VNT I-13 EXT1,PTA RIC - R3 RP,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VNT-EH04,VENTILADOR Nº 4 <E.H.13>,PR-EXT1-CCL-C04,PR-VNT I-13 EXT1,PTA RIC - R3 RP,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VNT-EH05,VENTILADOR Nº 5 <E.H.13>,PR-EXT1-CCL-C05,PR-VNT I-13 EXT1,PTA RIC - R3 RP,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VNT-EH06,VENTILADOR Nº 6 <E.H.13>,PR-EXT1-CCL-C06,PR-VNT I-13 EXT1,PTA RIC - R3 RP,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VNT-EH07,VENTILADOR Nº 7 <E.H.13>,PR-EXT1-CCL-C07,PR-VNT I-13 EXT1,PTA RIC - R3 RP,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VNT-EH08,VENTILADOR Nº 8 <E.H.13>,PR-EXT1-CCL-C08,PR-VNT I-13 EXT1,PTA RIC - R3 RP,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VNT-EH09,VENTILADOR Nº 9 <E.H.13>,PR-EXT1-CCL-C09,PR-VNT I-13 EXT1,PTA RIC - R3 RP,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VNT-EH10,VENTILADOR Nº10 <E.H. 13>,PR-EXT1-CCL-C10,PR-VNT I-13 EXT1,PTA RIC - R3 RP,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VNT-EH11,VENTILADOR Nº11 <E.H.13>,PR-EXT1-CCL-C11,PR-VNT I-13 EXT1,PTA RIC - R3 RP,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VNT-EH12,VENTILADOR Nº12 <E.H.13>,PR-EXT1-CCL-C12,PR-VNT I-13 EXT1,PTA RIC - R3 RP,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VNT-EH13,VENTILADOR Nº13 (E) <E.H.13>,PR-EXT1-CCL-C13,PR-VNT I-13 EXT1,PTA RIC - R3 RP,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,4,NO,NO,SI,0,,
PR-EXT1-VNT-I136,VENTILADOR TORRE ABSORCION I-136,PR-EXT1-TRR-I120,PR-VNT I-136,PTA RIC - R3 RA,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,2,NO,NO,SI,0,,
PR-EXT1-VNT-TE01,VENTILADOR Nº 1 <T.E.1>,PR-EXT1-TRR-ES01,PR-VNT TE01,PTA RIC - R3 RR,A,PR-EXT1-LGC-EXTRACCION 1,EXT1,EXTRACCION 1,2,NO,NO,SI,0,,
PR-EXT2-AGT-TK01FM,AGITADOR TK MEZCLA 1 <N> (FM),PR-EXT2-TNQ-FM01,PR-AGT TNQ,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-AGT-TK02FM,AGITADOR TK MEZCLA 2 <S> (FM),PR-EXT2-TNQ-FM02,PR-AGT TNQ MZC,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-AGT-TK04FM,AGITADOR TK MADURADOR 4 <N> (FM),PR-EXT2-TNQ-FM04,PR-AGT TNQ MAD,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-AGT-TK07FM,AGITADOR TK MADURADOR 7 <S> (FM),PR-EXT2-TNQ-FM07,PR-AGT TNQ MAD,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-AGT-TK15BFM,AGITADOR TK P/BLANQUEO 15B (FM),PR-EXT2-TNQ-FM15B,PR-AGT TNQ BLN,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-AGT-TK15FM,AGITADOR TK P/BLANQUEO 15 (FM),PR-EXT2-TNQ-FM15,PR-AGT TNQ BLN,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-AGT-TK21FM,AGITADOR TK PULMON 21 (FM),PR-EXT2-TNQ-FM21,PR-AGT TNQ PLM,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-AGT-TK25FM,AGITADOR TK PULMON 25 (FM),PR-EXT2-TNQ-FM25,PR-AGT TNQ PLM,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-AGT-TK503B,AGITADOR TK MEZCLA 503B,PR-EXT2-LGC-EXTRACCION 2,PR-AGT TNQ MZC,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-AGT-TK582,AGITADOR TK SAPONIFICADOR 582,PR-EXT2-TNQ-I582L,PR-AGT TNQ SAP,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-AGT-TKS2FM,AGITADOR TK PREP. SODA 2 <N> (FM),PR-EXT2-TNQ-FMS2,PR-AGT SDA,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-AGT-TKS5FM,AGITADOR TK PREP. SODA 5 <S> (FM),PR-EXT2-TNQ-FMS5,PR-AGT SDA,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-ALM-AG01,ALIMENTADOR AG-1,PR-EXT2-GRN-GA01,PR-ALM GRN,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-ALM-AG02,ALIMENTADOR AG-2,PR-EXT2-GRN-GA02,PR-ALM GRN,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-ALM-AG03,ALIMENTADOR AG-3,PR-EXT2-GRN-GA03,PR-ALM GRN,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-ALM-AG04,ALIMENTADOR AG-4,PR-EXT2-GRN-GA04,PR-ALM GRN,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-ALM-AG05,ALIMENTADOR AG-5,PR-EXT2-GRN-GA05,PR-ALM GRN,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-ALM-ATE2,ALIMENTADOR AGREGADO A TOSTER E2,PR-EXT2-TST-I70,PR-ALM TST,PTA RIC - R4 RA,C,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-APM-AMGR2,APAREJO MANUAL GRANULADORES LINEA 2,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-APM,PTA RIC - R8 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-APM-AMW-200,APAREJO MANUAL DESGOMADORA WESTFALIA 200,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-APM,PTA RIC - R8 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-BMB-01TE2,BOMBA DE REFRIGERACIÓN Nº 1 <T.E.2> (E),PR-EXT2-TRR-ES02,PR-EXT2-BMB-01TE2,PTA RIC - R4 RR,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-02TE2,BOMBA DE REFRIGERACIÓN Nº 2 <T.E.2> (C),PR-EXT2-TRR-ES02,PR-EXT2-BMB-02TE2,PTA RIC - R4 RR,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-03TE2,BOMBA DE REFRIGERACIÓN Nº 3 <T.E.2> (O),PR-EXT2-TRR-ES02,PR-EXT2-BMB-03TE2,PTA RIC - R4 RR,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-CFM01,BOMBA CENTRIFUGA Nº 1 (FM),PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-BMB-CFM01,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-BMB-CFM03,BOMBA CENTRIFUGA Nº 3 <E> (FM) (SODA CAUSTICA),PR-EXT2-TNQ-FMS5,PR-EXT2-BMB-CFM03,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-CFM03B,BOMBA CENTRIFUGA Nº 3-B <O> (FM) (SODA CAUSTICA),PR-EXT2-TNQ-FMS5,PR-EXT2-BMB-CFM03B,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-CFM06,BOMBA CENTRIFUGA Nº 6 <N> (FM),PR-EXT2-TNQ-FM01,PR-EXT2-BMB-CFM06,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-CFM08,BOMBA CENTRIFUGA Nº 8 (FM),PR-EXT2-TNQ-FM01,PR-EXT2-BMB-CFM08,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-CFM10,BOMBA CENTRIFUGA Nº 10 <S> (FM),PR-EXT2-TNQ-FM02,PR-EXT2-BMB-CFM10,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-CFM14,BOMBA CENTRIFUGA Nº 14 (FM),PR-EXT2-TNQ-FM01,PR-EXT2-BMB-CFM14,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-CFM16,BOMBA CENTRIFUGA Nº 16 (FM),PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-BMB-CFM16,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-BMB-CFM19,BOMBA CENTRIFUGA Nº 19 (FM),PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-BMB-CFM19,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-BMB-CFM20,BOMBA CENTRIFUGA Nº 20 (FM),PR-EXT2-TNQ-FM21,PR-EXT2-BMB-CFM20,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-CFM26,BOMBA CENTRIFUGA Nº 26 (FM),PR-EXT2-TNQ-FM25,PR-EXT2-BMB-CFM26,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-CFM27,BOMBA CENTRIFUGA Nº 27 <A TK .> (FM),PR-EXT2-TNQ-FM15B,PR-EXT2-BMB-CFM27,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-HP3L,BOMBA HIDRAULICA P-3L,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-BMB-HP3L,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-BMB-LAQ2,BOMBA CENTRIFUGA P/LAVADO QUIMICO 2,PR-EXT2-DSG-W200,PR-EXT2-BMB-LAQ2,PTA RIC - R4 RR,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-LC2,BOMBA SISTEMA DE LUBRICACIÓN CENTRALIZADA,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-BMB-LC2,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-BMB-P001,BOMBA CENTRIFUGA P-1,PR-EXT2-EXT-I3T,PR-EXT2-BMB-P001,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P001/1,BOMBA CENTRIFUGA P-1 BIS,PR-EXT2-EXT-I3T,PR-EXT2-BMB-P001/1,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P001TS,BOMBA CENTRIFUGA P-1 TS,PR-EXT2-TNQ-I32A,PR-EXT2-BMB-P001TS,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-P002A,BOMBA CENTRIFUGA P-2A,PR-EXT2-EXT-I3T,PR-EXT2-BMB-P002A,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P002B,BOMBA CENTRIFUGA P-2B,PR-EXT2-EXT-I3T,PR-EXT2-BMB-P002B,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P003/1,BOMBA CENTRIFUGA P-3/1 RIEGO (N),PR-EXT2-EXT-I3T,PR-EXT2-BMB-P003/1,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P003/2,BOMBA CENTRIFUGA P-3/2 RIEGO,PR-EXT2-EXT-I3T,PR-EXT2-BMB-P003/2,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P003/3,BOMBA CENTRIFUGA P-3/3 RIEGO,PR-EXT2-EXT-I3T,PR-EXT2-BMB-P003/3,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P003/4,BOMBA CENTRIFUGA P-3/4 RIEGO,PR-EXT2-EXT-I3T,PR-EXT2-BMB-P003/4,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P003/5,BOMBA CENTRIFUGA P-3/5 RIEGO,PR-EXT2-EXT-I3T,PR-EXT2-BMB-P003/5,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P003/6,BOMBA CENTRIFUGA P-3/6 RIEGO (S),PR-EXT2-EXT-I3T,PR-EXT2-BMB-P003/6,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P008,BOMBA CENTRIFUGA P-8,PR-EXT2-TNQ-FM17,PR-EXT2-BMB-P008,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-P015,BOMBA CENTRIFUGA P-15,PR-EXT2-EXT-I3T,PR-EXT2-BMB-P015,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P015B,BOMBA CENTRIFUGA P-15 BIS,PR-EXT2-EXT-I3T,PR-EXT2-BMB-P015B,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P018,BOMBA CENTRIFUGA P-18,PR-EXT2-DST-I18,PR-EXT2-BMB-P018,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P018B,BOMBA CENTRIFUGA P-18 BIS RECIRC.,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-BMB-P018B,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-BMB-P019,BOMBA CENTRIFUGA P-19 RECUPERACION,PR-EXT2-CND-I19A,PR-EXT2-BMB-P019,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-P020A,BOMBA CENTRIFUGA P-20A,PR-EXT2-CND-I20A,PR-EXT2-BMB-P020A,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-P022,BOMBA CENTRIFUGA P-22,PR-EXT2-DST-I22A/B,PR-EXT2-BMB-P022,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P029/A,BOMBA CENTRIFUGA P-29/A <NORTE>,PR-EXT2-DSM-I29,PR-EXT2-BMB-P029/A,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P029/B,BOMBA CENTRIFUGA P-29/B <SUR>,PR-EXT2-DSM-I29,PR-EXT2-BMB-P029/B,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P046,BOMBA CENTRIFUGA P-46 DE COND,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-BMB-P046,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-BMB-P060/1,BOMBA CENTRIFUGA P-60/1 <S>,PR-EXT2-ECN-I60/1,PR-EXT2-BMB-P060/1,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P060/2,BOMBA CENTRIFUGA P-60/2 <N>,PR-EXT2-ECN-I60/2,PR-EXT2-BMB-P060/2,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P060/3,BOMBA CENTRIFUGA P-60/3 <E>,PR-EXT2-ECN-I60/2,PR-EXT2-BMB-P060/3,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P120,BOMBA CENTRIFUGA P-120 RECIRC.ACEIT,PR-EXT2-TRR-I120,PR-EXT2-BMB-P120,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P122,BOMBA CENTRIFUGA P-122 REC. ACEIT. MIN.,PR-EXT2-DST-I22A/B,PR-EXT2-BMB-P122,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P502A,BOMBA CENTRIFUGA P-502A.,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-BMB-P502A,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
