"nivel_btz","valor_btz","nombre_vista","nombre_filtro","archivo_png","estado","mensaje"
"03","GENERAL","EXP_BTZ03_RICARDONE_PR_PR_LCTS_LGC_LECITINA_SOJA_PR_LCTS_LGC_GENERAL","FILTRO_BTZ03_RICARDONE_PR_PR_LCTS_LGC_LECITINA_SOJA_PR_LCTS_LGC_GENERAL","BTZ03_RICARDONE_PR_PR_LCTS_LGC_LECITINA_SOJA_PR_LCTS_LGC_GENERAL.png","ok",""
"03","CLARIFICADA","EXP_BTZ03_RICARDONE_PR_PR_PDA_LGC_PLANTA_DE_AGUA_PR_PDA_LGC_CISTERNA_DE_AGUA_CLARIFICADA","FILTRO_BTZ03_RICARDONE_PR_PR_PDA_LGC_PLANTA_DE_AGUA_PR_PDA_LGC_CISTERNA_DE_AGUA_CLARIFICADA","BTZ03_RICARDONE_PR_PR_PDA_LGC_PLANTA_DE_AGUA_PR_PDA_LGC_CISTERNA_DE_AGUA_CLARIFICADA.png","ok",""
"03","PREINGRESO","EXP_BTZ03_RICARDONE_PR_PR_EXP_LGC_EXPEDICION_PR_EXP_LGC_PREINGRESO","FILTRO_BTZ03_RICARDONE_PR_PR_EXP_LGC_EXPEDICION_PR_EXP_LGC_PREINGRESO","BTZ03_RICARDONE_PR_PR_EXP_LGC_EXPEDICION_PR_EXP_LGC_PREINGRESO.png","ok",""
"03","ACEITE","EXP_BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_CALADO_ACEITE","FILTRO_BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_CALADO_ACEITE","BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_CALADO_ACEITE.png","ok",""
"03","CHIEF","EXP_BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_SILOS_CHIEF","FILTRO_BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_SILOS_CHIEF","BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_SILOS_CHIEF.png","ok",""
"03","BALANZA","EXP_BTZ03_RICARDONE_PR_PR_EXP_LGC_EXPEDICION_PR_EXP_LGC_BALANZA","FILTRO_BTZ03_RICARDONE_PR_PR_EXP_LGC_EXPEDICION_PR_EXP_LGC_BALANZA","BTZ03_RICARDONE_PR_PR_EXP_LGC_EXPEDICION_PR_EXP_LGC_BALANZA.png","ok",""
"03","GENERAL","EXP_BTZ03_RICARDONE_PR_PR_SGI_LGC_SEGURIDAD_INDUST_PR_SGI_LGC_GENERAL","FILTRO_BTZ03_RICARDONE_PR_PR_SGI_LGC_SEGURIDAD_INDUST_PR_SGI_LGC_GENERAL","BTZ03_RICARDONE_PR_PR_SGI_LGC_SEGURIDAD_INDUST_PR_SGI_LGC_GENERAL.png","ok",""
"03","SILOS","EXP_BTZ03_RICARDONE_PR_PR_AGR_LGC_REPROCESO_PR_AGR_LGC_SILOS","FILTRO_BTZ03_RICARDONE_PR_PR_AGR_LGC_REPROCESO_PR_AGR_LGC_SILOS","BTZ03_RICARDONE_PR_PR_AGR_LGC_REPROCESO_PR_AGR_LGC_SILOS.png","ok",""
"03","GENERAL","EXP_BTZ03_RICARDONE_PR_PR_ADM_LGC_AMINISTRACION_PR_ADM_LGC_GENERAL","FILTRO_BTZ03_RICARDONE_PR_PR_ADM_LGC_AMINISTRACION_PR_ADM_LGC_GENERAL","BTZ03_RICARDONE_PR_PR_ADM_LGC_AMINISTRACION_PR_ADM_LGC_GENERAL.png","ok",""
"03","GENERAL","EXP_BTZ03_RICARDONE_PR_PR_LAB_LGC_LABORATORIO_PR_LAB_LGC_GENERAL","FILTRO_BTZ03_RICARDONE_PR_PR_LAB_LGC_LABORATORIO_PR_LAB_LGC_GENERAL","BTZ03_RICARDONE_PR_PR_LAB_LGC_LABORATORIO_PR_LAB_LGC_GENERAL.png","ok",""
