codigo_project,element_id_contenedor_detectado,unique_id_contenedor_detectado,btz_path_contenedor,estado_lectura,motivo,columnas_detectadas
P10-PRP-LMN-L22,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AL22,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-RCT-REC01,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-RCT-REC02,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE10,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-CCL-CVE10,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-RSC-SF12,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-VLV-VR10,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE11,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-CCL-CVE11,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-RSC-SF13,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-VLV-VR11,281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-LAMINADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-QBR-Q01,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AQ01,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-QBR-Q02,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AQ02,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-QBR-Q03,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AQ03,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-QBR-Q04,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AQ04,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-QBR-Q05,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AQ05,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-QBR-Q06,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AQ06,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-QBR-Q07,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AQ07,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-QBR-Q08,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AQ08,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-QBR-Q09,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AQ09,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-QBR-Q10,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-ALM-AQ10,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-RSC-SF14,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-VLV-VR18,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-RSC-SF02,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-VNT-VE08,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-CCL-CVE08,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRP-VLV-VR08,281069,a027b4da-4e9c-44ad-b607-5fb48d4c7061-000449ed,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-QUEBRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-MLT-ASP1,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-ALM-AS01A,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-ALM-AS01B,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-VNT-VE01,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-CCL-CVE01,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-VLV-VR01,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-MLT-ASP2,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-ALM-AS02A,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-ALM-AS02B,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-VNT-VE02,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-CCL-CVE02,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-VLV-VR02,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-MLT-ASP3,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-ALM-AS03A,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-ALM-AS03B,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-VNT-VE03,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-CCL-CVE03,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-VLV-VR03,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-RSC-SF08,385396,3ade3506-4f84-4896-9589-30d81e40c276-0005e174,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MULTIASPIRADORES,ok,,codigo;element_id;unique_id;path
P10-PRL-VLV-VR19,384012,e0118a5a-e983-4b93-852f-e273cc5f6243-0005dc0c,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-SILOS > P10-PRL-SLO-SRECUP,ok,,codigo;element_id;unique_id;path
P10-PRL-BTD-BA06,385248,3ade3506-4f84-4896-9589-30d81e40c276-0005e0e0,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,ok,,codigo;element_id;unique_id;path
P10-PRL-RSC-SF20,385248,3ade3506-4f84-4896-9589-30d81e40c276-0005e0e0,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,ok,,codigo;element_id;unique_id;path
P10-PRL-DSP-DSP01,385248,3ade3506-4f84-4896-9589-30d81e40c276-0005e0e0,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,ok,,codigo;element_id;unique_id;path
P10-PRL-ALM-M3DP,385248,3ade3506-4f84-4896-9589-30d81e40c276-0005e0e0,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,ok,,codigo;element_id;unique_id;path
P10-PRL-ALM-M2DP,385248,3ade3506-4f84-4896-9589-30d81e40c276-0005e0e0,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,ok,,codigo;element_id;unique_id;path
P10-PRL-VLV-VR36,385248,3ade3506-4f84-4896-9589-30d81e40c276-0005e0e0,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,ok,,codigo;element_id;unique_id;path
P10-PRL-RSC-SF19,385248,3ade3506-4f84-4896-9589-30d81e40c276-0005e0e0,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,ok,,codigo;element_id;unique_id;path
P10-PRL-VNT-M1DP,385248,3ade3506-4f84-4896-9589-30d81e40c276-0005e0e0,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,ok,,codigo;element_id;unique_id;path
P10-PRL-RSC-SF16,385248,3ade3506-4f84-4896-9589-30d81e40c276-0005e0e0,P10 > P10-PRL-LGC-PRELIMPIEZA > P10-PRL-LGC-MERMA,ok,,codigo;element_id;unique_id;path
P10-OSM-BMB-BAP01,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-OSM-BMB-BAP02,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-OSM-BMB-BC2,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-OSM-BMB-BC1,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-OSM-BMB-BC251,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-OSM-BMB-BD01,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-OSM-BMB-BD02,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-OSM-BMB-BO68,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-OSM-BMB-BO67,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-OSM-FLT-FLTBOL,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-OSM-FLT-MF01,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-OSM-FLT-MF02,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-OSM-MDL-MDL01,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-OSM-MDL-MDL02,365213,5058d264-a8f9-4ba1-9628-877e44bc2201-0005929d,P10 > P10-SRV-LGC-SERVICIOS > P10-SRV-LGC-OSMOSIS,ok,,codigo;element_id;unique_id;path
P10-ENE-TRF-TRA1,228225,25d0f85d-57da-4cae-8ca2-9b682363407e-00037b81,P10 > P10-ENE-LGC-TRAFOS,ok,,codigo;element_id;unique_id;path
P10-ENE-TRF-TRA2,228225,25d0f85d-57da-4cae-8ca2-9b682363407e-00037b81,P10 > P10-ENE-LGC-TRAFOS,ok,,codigo;element_id;unique_id;path
P10-ENE-TRF-TRA3,228225,25d0f85d-57da-4cae-8ca2-9b682363407e-00037b81,P10 > P10-ENE-LGC-TRAFOS,ok,,codigo;element_id;unique_id;path
P10-ENE-TRF-TRA4,228225,25d0f85d-57da-4cae-8ca2-9b682363407e-00037b81,P10 > P10-ENE-LGC-TRAFOS,ok,,codigo;element_id;unique_id;path
P10-ENE-TRF-TRA5,228225,25d0f85d-57da-4cae-8ca2-9b682363407e-00037b81,P10 > P10-ENE-LGC-TRAFOS,ok,,codigo;element_id;unique_id;path
P10-ENE-TRF-TRA6,228225,25d0f85d-57da-4cae-8ca2-9b682363407e-00037b81,P10 > P10-ENE-LGC-TRAFOS,ok,,codigo;element_id;unique_id;path
P10-ENE-TRF-TRA7,228225,25d0f85d-57da-4cae-8ca2-9b682363407e-00037b81,P10 > P10-ENE-LGC-TRAFOS,ok,,codigo;element_id;unique_id;path
P10-ENE-TRF-TRA8,228225,25d0f85d-57da-4cae-8ca2-9b682363407e-00037b81,P10 > P10-ENE-LGC-TRAFOS,ok,,codigo;element_id;unique_id;path
P10-ENE-TRF-TRA9,228225,25d0f85d-57da-4cae-8ca2-9b682363407e-00037b81,P10 > P10-ENE-LGC-TRAFOS,ok,,codigo;element_id;unique_id;path
P10-SRA-BMB-BO70,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,ok,,codigo;element_id;unique_id;path
P10-SRA-BMB-JOCKEY,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,ok,,codigo;element_id;unique_id;path
P10-SRA-BMB-BOIN,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,ok,,codigo;element_id;unique_id;path
P10-SRA-BMB-DOSIF,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,ok,,codigo;element_id;unique_id;path
P10-EXT-BMB-P439B,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,ok,,codigo;element_id;unique_id;path
P10-CCM-CCM-CLD,378523,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c69b,P10 > P10-GRL-LGC-CCM,ok,,codigo;element_id;unique_id;path
P10-CCM-AIR-AIRCLD,378523,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c69b,P10 > P10-GRL-LGC-CCM,ok,,codigo;element_id;unique_id;path
P10-CCM-CMP-AC,378523,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c69b,P10 > P10-GRL-LGC-CCM,ok,,codigo;element_id;unique_id;path
P10-CCM-CCM-PELL,378523,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c69b,P10 > P10-GRL-LGC-CCM,ok,,codigo;element_id;unique_id;path
P10-CCM-CCM-EXT,378523,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c69b,P10 > P10-GRL-LGC-CCM,ok,,codigo;element_id;unique_id;path
P10-CCM-AIR-AIREXT,378523,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c69b,P10 > P10-GRL-LGC-CCM,ok,,codigo;element_id;unique_id;path
P10-CCM-CCM-PRP,378523,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c69b,P10 > P10-GRL-LGC-CCM,ok,,codigo;element_id;unique_id;path
P10-CCM-AIR-AIRPRP,378523,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005c69b,P10 > P10-GRL-LGC-CCM,ok,,codigo;element_id;unique_id;path
P10-PLL-BMB-BS03,282497,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044f81,P10 > P10-EXT-LGC-EXTRACCION > P10-EXT-EXT-M202 > P10-EXT-LGC-BMB RECIRCULACION,ok,,codigo;element_id;unique_id;path
P10-ENE-GNR-GENERADOR,228225,25d0f85d-57da-4cae-8ca2-9b682363407e-00037b81,P10 > P10-ENE-LGC-TRAFOS,ok,,codigo;element_id;unique_id;path
P10-ADM-OFC-ADM,176327,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002b0c7,P10 > P10-SRV-LGC-SERVICIOS > P10-ADM-OFC-OFICINA MANT,ok,,codigo;element_id;unique_id;path
